ID,Register,IDLEGAL,NOMBRE,APELLIDO,GENERO,NACIMIENTO,STATUS,Parent
2965,06/07/2010,8210740067,ANDRES FELIPE,SANCHEZ ESPITIA,0,10/16/1970,1,2851
2966,06/07/2010,4763015242,HELENA ,CORTES,0,06/19/1964,1,2778
2967,06/07/2010,3860880627,DAVID ,VARGAS,1,09/21/1945,1,1649
2968,06/08/2010,4494315322,EDGAR,PINSON,0,06/03/1953,1,1299
2969,06/08/2010,9637573798,ALBERTO,FAJARDO,1,07/08/1954,1,1338
2970,06/08/2010,649927697,JOSE ,PEDROZA,0,03/15/1989,1,814
2971,06/08/2010,7021274659,ANA MARIA,PARRA,0,05/17/1982,1,2006
2972,06/08/2010,3679326294,ALEJANDRO ,ARAQUE,0,10/31/1975,1,2297
2973,06/08/2010,4629495257,TANIA MELISSA ,RODRIGUEZ,1,05/10/1983,1,1387
2974,06/08/2010,5900141184,LUIS MIGUEL,POBLADOR,0,11/20/1954,1,1378
2975,06/08/2010,5298070252,BERNARDO,GIL ZAPATA,1,07/26/1994,1,2136
2976,06/08/2010,7094750075,NANCI ,CARDENAS ,1,06/02/1947,1,13
2977,06/08/2010,9833106302,ISABEL ,SANCHEZ,0,10/12/1964,1,1587
2978,06/08/2010,1891830611,BORIS ,MORENO SOLANO ,0,07/01/1943,1,2637
2979,06/08/2010,6020785045,EDWIN ANDRES,RODRIGUEZ RODRIGUEZ,1,06/11/1976,1,2021
2980,06/08/2010,3082348198,ROSALVA,R?TIVA ,0,07/31/1997,1,2717
2981,06/08/2010,944697944,ADRIANA EDITH,FONSECA,0,03/22/1948,1,1223
2982,06/08/2010,4486198052,BEATRIZ ,SUAREZ,0,03/04/1950,1,2919
2983,06/08/2010,1850511121,SERGIO,CAMARGO,0,03/30/1944,1,696
2984,06/08/2010,7770404759,GINA ,GARCIA,0,04/09/1970,1,2620
2985,06/08/2010,3341585227,ANGIE DANIELA ,TORRES,2,11/23/1978,1,2535
2986,06/08/2010,8698856764,JOSE ,CARO ,1,08/31/1975,1,1576
2987,06/08/2010,4001830708,RAFAEL ,NORBERTO,0,12/03/1994,1,2286
2988,06/08/2010,7472906144,JOSE GEOVANNY,PAEZ SIERRA,1,05/13/1982,1,66
2989,06/08/2010,5894377959,CAMILO ANDRES,GOMEZ,0,09/22/1955,1,2604
2990,06/09/2010,8234717158,WILLIAM ,GARNICA,1,03/11/1967,1,361
2991,06/09/2010,9763097767,DEASY ,GALVIS,0,05/16/1982,1,265
2992,06/09/2010,6273827866,MARCO ANTONIO,JOUN,0,09/30/1969,1,2752
2993,06/09/2010,1002362523,DIEGO ,VANEGAS ,0,06/27/1976,1,2880
2994,06/09/2010,5822541752,ERIKA ,CARVAJAL ,1,02/25/1944,1,2647
2995,06/09/2010,884955229,FERNANDO ,BARRERA,0,03/09/1991,1,2208
2996,06/09/2010,6296512,MICHAEL ,CESPEDES,0,02/26/1940,1,1923
2997,06/09/2010,5678242395,JUAN CARLOS ,CASTAÑO LOAISA,2,10/19/1981,1,417
2998,06/09/2010,9552439057,CECILIA ,BECERRA,0,07/26/1948,1,1687
2999,06/09/2010,1282468013,VICTOR HUGO ,CHAPARRO,0,03/19/1948,1,2121
3000,06/09/2010,4732726611,JHON ,ARIAS,0,01/18/1979,1,1820
3001,06/09/2010,5439713554,FABIO,CEPEDA,0,10/19/1988,1,2535
3002,06/09/2010,3823419762,JORGE,PARRA,0,01/25/1978,1,2979
3003,06/10/2010,1876532653,RUDY ,HERN?NDEZ ,0,11/05/1968,1,673
3004,06/10/2010,6031108921,JUAN GABRIEL,MORA,0,07/17/1984,1,1366
3005,06/10/2010,7850279374,SARA ,RODRIGUEZ,0,03/08/1949,1,2264
3006,06/10/2010,2699297388,CARLOS ,PAOLA GONZALEZ,0,03/23/1959,1,2887
3007,06/10/2010,837255706,JUAN ,JOSE CAMARGO,0,11/28/1967,1,2339
3008,06/10/2010,6450619913,YULIANA,PEREZ,2,12/03/1971,1,561
3009,06/10/2010,9388527790,CAROLIN,RODRÖGUEZ ,0,06/18/1958,1,2949
3010,06/10/2010,7078764337,RICARDO ,REYES,0,11/23/1981,1,1316
3011,06/10/2010,141557920,FABIAN,DIAZ,2,01/10/1980,2,2218
3012,06/10/2010,5505918401,MARLENY ,PARRA ,0,11/27/1946,1,2536
3013,06/10/2010,9164451127,DIANA ,COMBITA ,0,04/18/1971,1,2780
3014,06/10/2010,9040376480,J. ANGEL ,MIRANDA,1,01/31/1957,1,239
3015,06/10/2010,5111543440,FERNADO,BENITEZ,0,12/22/1989,2,2266
3016,06/10/2010,7509670915,WILLIAM ,BLANCO,0,03/10/1942,1,573
3017,06/10/2010,6978469669,ESTEBAN ,GUIO,0,11/29/1942,1,490
3018,06/10/2010,1364131459,ELKIN,NI?O,0,03/05/1954,1,1722
3019,06/10/2010,587227951,HOLMAN ARIEL,ROA BARRERA,1,10/01/1996,1,2252
3020,06/10/2010,3172757948,ARMIDA,CARREÑO,2,08/06/1984,1,2692
3021,06/10/2010,4201741609,PILAR ,CANO,0,09/03/1966,1,140
3022,06/10/2010,2459424675,MARTHA,APONTE MENESES,0,12/30/1949,1,363
3023,06/10/2010,8155216604,PEDRO ,QUINTERO,0,05/20/1971,1,2994
3024,06/10/2010,7958383904,NELQUIS,CAMARGO,0,12/29/1948,1,1893
3025,06/11/2010,1552339267,YURY,AVENDAÑO,2,06/27/1986,1,1349
3026,06/11/2010,6111026566,CLARA ,GONZALEZ,2,01/24/1994,1,923
3027,06/11/2010,158812454,JHOANA ,ROA,0,12/21/1986,1,1995
3028,06/11/2010,2893525324,ANDREA,VILLAMIL,2,08/02/1967,1,1944
3029,06/11/2010,9155915458,DIANA ,UNRIZA ,0,03/15/1948,1,1222
3030,06/11/2010,3214705995,SANTIAGO,CALDERON,1,12/01/1967,1,1915
3031,06/11/2010,2555758819,EDISSON MANUEL ,BELTRAN MUÑOZ,0,08/15/1980,1,106
3032,06/11/2010,2652374894,NELSON ,RAMOS,0,04/22/1951,1,2820
3033,06/11/2010,9690878995,GUILLERMO ,GONGORA,0,12/02/1989,1,822
3034,06/11/2010,4938465162,ROSA ,PEDRAZA,0,09/30/1956,1,110
3035,06/11/2010,8938698546,ALBERTO ,RODRIGUEZ ,0,05/12/1957,1,2698
3036,06/11/2010,2134788880,JULIAN ,BETANCOUR,1,03/12/1987,1,2073
3037,06/11/2010,495795760,JUAN ,GUTIERREZ,1,02/26/1958,1,1530
3038,06/11/2010,3933414760,LIBIA ,ABELLA BARRERA,0,10/23/1968,1,2611
3039,06/11/2010,6629684184,JHON ,PEREZ,0,08/06/1956,1,2465
3040,06/11/2010,6661889072,ALEJANDRO,IBAGUE,1,05/04/1961,1,2053
3041,06/11/2010,5229467236,JUAN ,TELLEZ,0,08/12/1989,1,1589
3042,06/11/2010,637877762,ALFONSO ,CELY,0,03/14/1981,1,2333
3043,06/11/2010,6269199423,CENTRO ,GOMEZ,0,05/04/1940,1,2841
3044,06/11/2010,5124745535,NORA ,RICO ,0,12/29/1974,2,1948
3045,06/11/2010,8475774626,ROSA,GODOY ,0,02/20/1979,1,225
3046,06/11/2010,7306918580,PABLO,PEDREROS,1,09/29/1983,1,2417
3047,06/11/2010,9609988594,ANGELA ,PERILLA,0,12/05/1951,1,2761
3048,06/12/2010,8419989072,NELSON ,BARRETO,0,02/01/1989,1,1447
3049,06/12/2010,1020342425,ANDRES LEONARDO ,ALBA,1,08/14/1944,1,390
3050,06/12/2010,7013081681,CARLIOS EDUARDO,GIL RODRIGUEZ,0,07/14/1959,1,2227
3051,06/12/2010,3928195863,ANDREA ,SALAMANCA,0,03/26/1961,1,856
3052,06/12/2010,5130618146,ISABEL ,VARGAS,0,03/14/1945,1,2782
3053,06/12/2010,8144555482,FABIAN YOBANY,CIFUENTES,0,07/18/1957,1,2426
3054,06/12/2010,2508218907,FERNANDO ,MORALES,0,09/15/1958,1,1102
3055,06/12/2010,2916351167,WILLIAM HERNEY ,AREVALO SANCHEZ,1,12/03/1987,1,956
3056,06/12/2010,7291702608,DORIS,RIVERA,0,12/11/1980,1,572
3057,06/12/2010,5166292825,EDGAR,FUQUENE,0,12/12/1975,1,2373
3058,06/12/2010,8776208941,SERGIO ,GOMEZ,0,09/06/1991,1,1595
3059,06/12/2010,8903329737,HERNAN ,MELGAREJO,0,10/19/1987,1,1499
3060,06/12/2010,1193646836,LUIS ,ENRIQUE SANABRIA,0,01/03/1951,1,966
3061,06/12/2010,4754820414,LEONARDO ,MONTOYA,0,03/29/1987,1,1583
3062,06/12/2010,1465064433,EDGARDO ,TOVAR,0,06/18/1978,1,1091
3063,06/13/2010,5878165787,JAIME ,GONZALEZ,1,11/05/1949,1,536
3064,06/13/2010,3431951442,JUAN ,CARLSO ORTEGA,0,09/04/1952,1,2567
3065,06/13/2010,7456562993,MARIO ,PINILLA,0,04/01/1993,1,2585
3066,06/13/2010,6752708500,GINA ,AREVALO SANCHEZ,0,09/02/1996,1,987
3067,06/13/2010,7231141917,JONATHAN ,ARMANDO VERGARA,0,08/11/1952,2,2575
3068,06/13/2010,316036394,MAURICIO ,GUAQUE,0,02/24/1993,1,1049
3069,06/13/2010,9232068519,SEBASTIAN CAMILO,BRICE¥O ,0,11/19/1995,1,2388
3070,06/13/2010,7017126222,WILLIAM,CARDEN AS ,0,05/05/1994,1,1590
3071,06/13/2010,5424557376,ROCIO,DAZA,2,02/20/1968,1,709
3072,06/13/2010,7514207497,GUILERMO ,SIERRA,0,06/09/1953,1,1703
3073,06/13/2010,3722099782,JOSE ,NUÑEZ BLANCO,0,09/29/1975,1,1040
3074,06/13/2010,1229103886,HELIA PUREZA,ENRIQUE MORA,0,03/05/1970,1,41
3075,06/13/2010,5794318282,OSCAR,QUINTERO,1,03/10/1970,1,2220
3076,06/13/2010,5180780174,JUAN ,CARLOS FRANCO,0,03/28/1957,1,2684
3077,06/13/2010,746879551,DIANA ,MEDINA,0,08/23/1990,1,2229
3078,06/13/2010,5300288199,LUIS ,FORERO,0,11/07/1943,1,1342
3079,06/13/2010,2070990369,JAZMIN,SANDOVAL,2,05/30/1968,1,2718
3080,06/13/2010,234637504,ALEJANDRO,MORALES,0,12/29/1954,1,749
3081,06/13/2010,4718401699,GONZALO ,VILLAMIL ,0,02/27/1988,1,460
3082,06/13/2010,3345379258,JAIME ,CHAVARRO ,0,03/19/1951,1,2858
3083,06/14/2010,9388292747,OMAR ALBERTO,CASTRO LOPEZ,1,09/12/1950,1,326
3084,06/14/2010,5073014874,ANA MARIA,ROJAS POVEDA,2,04/23/1976,1,971
3085,06/14/2010,3086042270,MARCELA ,CORREDOR,0,12/24/1960,1,784
3086,06/14/2010,4042320851,GILBERZON ,CARO BARRETA ,0,06/26/1989,1,1227
3087,06/14/2010,5009444474,GLORIA ,PULIDO ,0,01/17/1985,1,1071
3088,06/14/2010,6215087356,TEREZA ,DUEÑAS,0,04/28/1947,1,3036
3089,06/14/2010,1886965422,DIEGO,BUITRAGO,0,01/24/1983,1,1887
3090,06/14/2010,4594363036,LUCY ,SALAS,0,01/25/1969,1,257
3091,06/14/2010,8180142822,FRANCISCO ,QUINTANA,0,07/07/1956,1,121
3092,06/14/2010,8859525641,CLAUDIA MARCELA,SALAMANCA PEDRAZA,0,01/08/1970,1,2805
3093,06/14/2010,5466936113,ALEX ,OCHOA,0,10/10/1989,1,789
3094,06/14/2010,6858710750,HELMAN GIOVANNY ,CASAS PAMPLONA,1,04/28/1942,1,2681
3095,06/14/2010,7121105707,DORIS,VARGAS,2,04/04/1969,1,125
3096,06/14/2010,1547410161,DIEGO ,HERNANDEZ,0,10/20/1952,1,2968
3097,06/14/2010,274837475,CAMILO ,PRIETO,0,12/03/1952,1,2135
3098,06/14/2010,4764869515,ALVARO,RESTREPO,1,02/13/1980,1,1928
3099,06/14/2010,9811994430,JISETH,RIVERA,0,04/30/1966,2,502
3100,06/14/2010,8002073023,ERNESTO,LORENA PINEDA,0,09/11/1952,1,1371
3101,06/14/2010,4956514124,JOSE ERIC,CARMONA BETANCOURT,1,03/13/1988,1,2725
3102,06/14/2010,2436786626,YAMILE ,GONZALEZ,2,06/29/1946,1,3022
3103,06/14/2010,974425253,LEIDY,NARANJO,0,08/30/1974,1,2924
3104,06/14/2010,8579148242,DIEGO ,CALDERON,0,09/17/1946,2,635
3105,06/15/2010,1601007549,LUIS FELIPE,RODRIGUEZ,0,08/01/1960,1,2735
3106,06/15/2010,2015580673,EDWIN ,BECERRA,1,06/18/1989,1,20
3107,06/15/2010,5484548522,FERNANDO,PATIÑO,1,01/18/1971,1,3079
3108,06/15/2010,5485947115,MARIA DEK CARMEN,SOSA,0,12/07/1976,1,1911
3109,06/15/2010,1476892094,JOSE ALFREDO ,PULIDO BOTIA,1,04/06/1986,1,24
3110,06/15/2010,7599227600,MARIA CAMILA,MALAGON,2,07/02/1950,1,942
3111,06/15/2010,9434033764,CESAR ,GONZALEZ,0,07/03/1972,1,2650
3112,06/15/2010,3707952633,VIVIANA ,PITA,0,06/14/1960,2,2981
3113,06/15/2010,984415034,VANESA,CAICEDO,0,11/23/1970,1,2503
3114,06/15/2010,9262142250,PEDRO ,MORENO,0,10/14/1953,1,1323
3115,06/15/2010,6365163663,SANDRA ,SANTOYO,0,10/10/1968,1,2471
3116,06/15/2010,585100852,LEIDY CARMENZA,ACUÑA PEREZ,2,03/23/1987,1,2776
3117,06/15/2010,9887145784,JOSE JERONIMO ,SOSA,0,08/24/1956,1,1271
3118,06/15/2010,1272448729,MARIO ,MENDOZA,0,08/08/1948,1,2682
3119,06/15/2010,4591120536,DANIEL ,AVILA,0,06/10/1961,1,1331
3120,06/16/2010,314436833,FREDY LEONARDO,RUIZ ,0,11/25/1944,1,66
3121,06/16/2010,3457744612,MARIA DEL PILAR,MENDEZ,0,01/28/1997,2,1069
3122,06/16/2010,2938491282,ANDRES ,LUZ ANGARITA,0,07/30/1948,1,2607
3123,06/16/2010,8742943009,MIGUEL ,MARIA MONTESSORI,0,05/04/1961,1,1181
3124,06/16/2010,9594438960,VICTOR HUGO ,GUTIERREZ,1,10/01/1947,1,2072
3125,06/16/2010,2472269303,MANUEL,MIRANDA,0,06/24/1956,1,2731
3126,06/16/2010,9199410753,RAUL ,SANABRIA,1,10/08/1958,1,2878
3127,06/16/2010,8225427124,WILSON ANDRES ,MORALES,0,11/12/1985,1,2754
3128,06/16/2010,2563186990,ZORAIDA ,ARCINIEGAS,2,12/25/1980,1,2984
3129,06/16/2010,2414650890,LICEO ,SUAREZ,0,11/04/1989,1,127
3130,06/16/2010,1545632713,JAIRO ,MARTINEZ,0,04/16/1979,1,1418
3131,06/16/2010,3371152816,CAMILA ,PERALTA,1,09/27/1966,1,3063
3132,06/16/2010,2970501872,MARIO,ESPINOSA,0,08/19/1952,1,1959
3133,06/16/2010,227983856,EDGAR JULIO ,ARENAS,1,12/27/1943,1,537
3134,06/16/2010,7858677675,ALFREDO,HUERTAS,1,07/02/1958,1,242
3135,06/16/2010,8818852693,ANA ,OTALORA,0,02/24/1951,1,1067
3136,06/16/2010,747333620,NIDIA MARLEN,BERMEJO MELO,2,02/20/1965,1,2978
3137,06/17/2010,4348156037,ALEJANDRO,ACUÑA,1,03/16/1948,1,184
3138,06/17/2010,8434408802,DAVID,CHAVEZ,0,10/17/1975,1,2155
3139,06/17/2010,983846259,MILTON,DIAZ,0,08/07/1976,1,537
3140,06/17/2010,5537674936,DIEGO,PINZON,1,01/22/1993,1,863
3141,06/17/2010,7075675934,MARIANA ,FIERRO LOPEZ,2,06/18/1964,1,279
3142,06/17/2010,3173870450,HERNAN ,AGUDELO,0,06/09/1982,1,1912
3143,06/17/2010,3874344748,ANDREA CATALINA ,TORRES,0,11/15/1955,2,1464
3144,06/17/2010,128753158,JUAN,MALDONADO,1,03/04/1943,1,1746
3145,06/17/2010,9160561360,HUGO ,HURTADO,1,07/28/1996,1,1916
3146,06/17/2010,7287264621,VILMA ,BARRIOS,2,09/08/1945,1,159
3147,06/17/2010,1480038996,LUIS ALFONSO,LIZARAZO,1,06/17/1967,1,2808
3148,06/17/2010,9199039763,CRISTIAN,BAUTISTA,0,05/20/1986,1,1613
3149,06/17/2010,5997211722,LUIS ,MANRIQUE,0,01/13/1985,1,631
3150,06/17/2010,2201382237,JUAN DAVID ,LIZARAZO OCAÑA,1,10/04/1965,1,592
3151,06/17/2010,4753500459,IVAN ,HERNANDEZ ,0,02/14/1987,1,1602
3152,06/17/2010,4278821499,LUIS GUILLERMO ,MENDEZ,0,03/04/1991,1,1747
3153,06/17/2010,812140637,FRANCISCO,GARCIA,1,11/12/1958,1,2683
3154,06/17/2010,5689535640,ELKIN , EMANUEL,0,04/23/1995,1,2510
3155,06/18/2010,8151318528,GERMAN ,FONSECA,0,07/30/1992,1,2854
3156,06/18/2010,1454564402,HERLY ,CAÑON,2,07/19/1976,1,396
3157,06/18/2010,682533722,ANA MARIA,NAVARRETE,0,10/05/1982,1,3069
3158,06/18/2010,6417750093,YESENIA,MEDRANO,0,10/23/1950,1,1092
3159,06/18/2010,8634180062,MILTON,BALLESTEROS,0,08/05/1966,1,1778
3160,06/18/2010,2315412600,JUAQUIN,HERNANDEZ,0,06/28/1958,1,2071
3161,06/18/2010,6663629961,OLIVA ,SANCHEZ,0,04/24/1981,1,2349
3162,06/18/2010,5712460108,CARLOS ,CHAPARRO,1,05/15/1945,1,1836
3163,06/18/2010,4247430769,CARMEN ROSA ,VARGAS,2,10/20/1975,1,2866
3164,06/18/2010,3084943538,PARROQUIA,SAGRADA FAMILIA,1,10/03/1977,1,903
3165,06/18/2010,6206061098,CATALINA ,ESPINOZA,0,09/06/1975,1,1030
3166,06/18/2010,3503012172,ANA LIZETH ,BOHORQUEZ DIAZ,2,02/04/1991,1,899
3167,06/18/2010,3612097119,DEIVIS,YEPES,1,04/27/1994,2,1753
3168,06/18/2010,20208115,CARLOS ,AMARILLO,0,02/23/1983,1,1192
3169,06/18/2010,5119345445,GONZALO ,ESPITIA,0,02/26/1966,1,327
3170,06/18/2010,1182421030,MANUEL ,ALVARES,0,02/03/1977,1,762
3171,06/18/2010,5710777174,YUDY ,CARRE?O,0,04/06/1970,1,1797
3172,06/18/2010,284951924,LUIS ,EDINSON BARON MUÑOZ,0,02/14/1986,1,2694
3173,06/18/2010,1018696764, YIMER ANDRES,MORALES CORTES,1,08/23/1984,1,279
3174,06/18/2010,6059280128,CRISTIAN ALEXANDER,PACHON,0,01/21/1962,1,497
3175,06/18/2010,2380346163,MILTON ,TOASURA,0,11/21/1942,2,2563
3176,06/18/2010,9297106926,ALEXANDER,SANCHEZ,2,08/04/1990,1,3098
3177,06/18/2010,7313970657,CAMILO,MARTINEZ,0,07/30/1955,1,1168
3178,06/18/2010,6637941747,ARNULFO ,CARDENAS,0,10/02/1992,1,2963
3179,06/19/2010,7131660938,WILLIAM,MONTILLA GIL,0,02/08/1952,1,39
3180,06/19/2010,5359953976,ZAMIR ALEJANDRO ,PINEDA PEÑA,1,05/30/1995,1,3095
3181,06/19/2010,6037995567,DORIS,PASTORA SALAMANCA,0,05/29/1940,1,1261
3182,06/19/2010,6717194131,LIBARDO ,CAMARGO,0,07/13/1948,1,1575
3183,06/19/2010,6249989184,RICARDO ,TALENTOS,0,02/22/1988,1,897
3184,06/19/2010,5644895456,GONZALO,VARGAS,0,04/06/1969,1,2479
3185,06/19/2010,6699492264,ERICA TATRIANA,PINEDA,2,07/10/1943,2,5
3186,06/19/2010,180570971,ORLANDO ,NAVAS,1,03/07/1952,1,1204
3187,06/19/2010,6131655170,RICHARD ,GONZALEZ,0,05/05/1944,1,2391
3188,06/19/2010,9258819896,PATRICIA ,PEREZ MENDOZA,0,05/07/1992,1,2606
3189,06/19/2010,6208540961,MIGUEL ANGEL,RODRIGUEZ,0,02/20/1981,1,2587
3190,06/19/2010,5320755636,YIMID ,SOLER,0,12/11/1993,1,1408
3191,06/19/2010,2402480062,REINA CECILIA,SOTO,0,11/08/1944,1,104
3192,06/19/2010,2057799533,CARLOS ALBERTO,SOLER,0,07/02/1958,1,2709
3193,06/19/2010,7016985019,ELKIN ,MONDRAGON,0,04/23/1994,1,468
3194,06/20/2010,4145978872,JEAN PIERE ,PRIETO,1,05/19/1958,1,258
3195,06/20/2010,315749344,CAREM ,JIMENEZ,0,12/20/1963,1,715
3196,06/20/2010,6105072628,MARIA NINFA,FERNANDO,0,10/26/1960,1,803
3197,06/20/2010,4379176848,LAURA CATALINA,MENA,0,11/29/1945,1,516
3198,06/20/2010,8812471732,LAURA CAROLINA,CASAS,2,07/27/1967,1,1933
3199,06/20/2010,1171439345,GABRIEL,MORELO,1,06/07/1946,1,2937
3200,06/20/2010,1857487756,EDISON HERNAN,LIZARAZO,0,06/22/1942,1,880
3201,06/20/2010,377245432,RAMIRO ,CUERVO,0,12/09/1993,1,2698
3202,06/20/2010,9727973872,FABIAN ,SANCHEZ CLARO,0,03/27/1984,1,2608
3203,06/20/2010,818762222,JAISSON ,CASTILLO,0,11/03/1951,1,506
3204,06/20/2010,8944506623,MAURICIO ,ALEJANDRO JARRO,0,05/09/1971,1,500
3205,06/20/2010,1943706506,OSCAR ,BARRANTES,0,03/23/1986,1,205
3206,06/20/2010,4852125935,HERNESTO ,APTRICIA BASTIDAS,0,04/26/1965,1,1026
3207,06/20/2010,3124246824,DIEGO,MORENO,1,09/25/1993,1,1462
3208,06/20/2010,613078162,CRISTOBAL ,GUTIERREZ,0,04/18/1976,1,1419
3209,06/20/2010,6191076325,FAUSTINO,BALLESTEROS,1,03/20/1949,1,627
3210,06/20/2010,8974628859,ANGEL ,GARCIA,0,03/24/1975,1,1977
3211,06/20/2010,7536420807,JANEL ,ARIAS CACERES,1,11/11/1990,1,1648
3212,06/20/2010,4975114519,RUBI ESPERANZA ,AGUILAR HERNANDEZ,2,05/31/1958,1,2728
3213,06/21/2010,7011339836,FABIAN ANDRES ,DIAZ,0,09/05/1977,1,867
3214,06/21/2010,3796176865,CAMILO ,DUARTE,0,10/23/1968,1,1591
3215,06/21/2010,4134893982,ESPERANZA ,MIGUEL GAONA,0,09/07/1993,1,37
3216,06/21/2010,2005697830,PEDRO ,MURILLO ,0,12/13/1985,1,1007
3217,06/21/2010,8205537869,NIXON ,RODRÞGUEZ ,0,12/22/1981,1,705
3218,06/21/2010,2700036169,AIDE NINI,MARTINEZ SANCHEZ,0,02/16/1941,1,2998
3219,06/21/2010,6357283503,ALEX ,LOPEZ,0,06/14/1956,1,3169
3220,06/21/2010,5463407960,MAGDA ,SUAREZ,0,09/24/1993,1,2142
3221,06/21/2010,5723552323,CAROLINA,MORENO,0,10/12/1984,1,1958
3222,06/21/2010,5054982548,BRIGITH ,ZABALA,0,03/23/1980,1,155
3223,06/21/2010,4669721801,NANCY,BERNAL,2,06/07/1950,1,826
3224,06/21/2010,8144664714,ALONSO,RINCON,1,12/06/1987,1,2261
3225,06/21/2010,9904398915,JOSE MISAEL ,AMEZQUITA,0,10/26/1971,1,2453
3226,06/21/2010,120067709,ALFREDO,GARCIA,0,04/15/1953,1,937
3227,06/21/2010,9316461735,NATALIA ,SOTO,0,11/10/1944,1,1481
3228,06/21/2010,5934105219,MANUEL ,VEGA,0,03/11/1989,1,1555
3229,06/21/2010,6842449004,JESUS ,FONSECA,0,05/27/1987,1,2334
3230,06/21/2010,4721203219,LUIS ANGEL ,TRIANA CAMACHO,1,05/09/1989,2,2672
3231,06/21/2010,9009804305,FRANCISCO ANTONIO,RODRIGUEZ,0,08/25/1965,1,1279
3232,06/21/2010,48874031,WEIMAR,BERNAL,2,09/21/1976,1,1549
3233,06/21/2010,6900150540,JEFFERSON ,ALFONSO,0,01/22/1952,2,2133
3234,06/21/2010,3663458050,NATALI HENRRIETT,MONROY,0,09/19/1972,1,18
3235,06/21/2010,6211259706,JULIAN ,EDITH MOR,0,04/12/1981,1,2834
3236,06/21/2010,6396312386,DANIEL ,CASTILLO,0,01/22/1966,1,2421
3237,06/21/2010,5526876388,JAVIER ,ORDUZ,0,01/29/1994,1,1923
3238,06/22/2010,7309344889,LIZETH ,JOADH,0,12/04/1981,1,846
3239,06/22/2010,6848341945,PAULA VALERIA,SANCHEZ,1,04/30/1953,1,3005
3240,06/22/2010,3474703963,LEIDY MILDRED,FONSECA,0,02/02/1957,1,95
3241,06/22/2010,1669588370,LUIS RODRIGO,SUSCRIPTORES ACUEDUCTO AGUA BLANCA,0,02/07/1976,1,1594
3242,06/22/2010,8804327893,JAIME,GIL SANDOVAL,1,08/12/1968,1,2965
3243,06/22/2010,3147849765,NATALY,SUPELANO,2,01/13/1979,1,1216
3244,06/22/2010,1475630446,PEDRO MANUEL,RABA,0,11/28/1962,1,1239
3245,06/22/2010,1506081483,DIEGO,GARCIA,1,09/30/1969,1,450
3246,06/22/2010,2068928314,FERNANDO,VALENCIA,0,06/14/1953,1,2454
3247,06/22/2010,3863969516,FREDY ,MOYANO,0,04/21/1974,1,645
3248,06/22/2010,1750178087,OSCAR ,ALVARO,0,11/06/1947,2,1704
3249,06/22/2010,6970676406,DAVID ,PEDROZA,1,08/11/1981,2,2168
3250,06/22/2010,244658912,ANDRES,JUNCO,1,04/20/1978,1,2928
3251,06/22/2010,8373116750,GERMAN ,SUESCA ARAGA,0,07/26/1979,1,3051
3252,06/22/2010,3925409949,ANDRES,ROJAS,1,07/28/1942,1,2484
3253,06/22/2010,9716505577,VICTOR ,TORRES,1,03/22/1942,2,1928
3254,06/22/2010,5237795286,OSCAR MAURICIO,BERNAL SAAVEDRA,1,05/16/1959,1,693
3255,06/23/2010,1474913884,DORYS ,CHAPARRO ,0,11/13/1955,1,2102
3256,06/23/2010,275693064,LUIS RICARDO,ZORRO,0,05/14/1964,1,2089
3257,06/23/2010,9385588352,CAROLINA ,GUERRERO,0,08/10/1984,1,3232
3258,06/23/2010,792649976,YESID,GALAN ,1,04/27/1991,1,2623
3259,06/23/2010,6398659727,CAMILA ANDREA , CUERVO RODRIGUEZ,0,07/28/1966,1,1337
3260,06/23/2010,4616200732,DANIEL ,TOBAR,0,12/28/1940,1,2999
3261,06/23/2010,7898753738,ANGIE ,FERNANDO CORONEL,0,04/14/1982,1,32
3262,06/23/2010,9132031706,JUAN CARLOS ,GUERRERO TRIANA ,1,02/28/1972,1,2492
3263,06/23/2010,9734354786,GUILLERMO ,RODRIGUEZ,0,08/16/1957,1,83
3264,06/23/2010,7825911759,ALEXANDER ,RIVERA,0,04/09/1969,1,2026
3265,06/23/2010,4375350029,LUIS ,MEDITES,0,07/30/1986,1,1889
3266,06/23/2010,4230319186,WILLIAN,NIÑO,0,10/05/1941,1,2521
3267,06/23/2010,5003107077,LADY ,BUENAHORA,0,10/23/1961,1,1457
3268,06/23/2010,1329124650,YAMID FERNANDO ,LOPEZ RUIZ,0,10/22/1989,1,2173
3269,06/23/2010,9239831072,JENY ,MEDINA,0,08/04/1961,1,396
3270,06/23/2010,3325579875,OMAR ANTONIO,GIL GUTIERREZ,0,06/23/1950,1,2796
3271,06/23/2010,2482866804,NELSON ,OCHOA ,0,08/11/1948,1,690
3272,06/23/2010,5330030489,JACKELINE ,FONSECA,0,01/14/1967,1,573
3273,06/23/2010,2983216610,DARIO ,PALACIO,0,04/25/1983,2,2430
3274,06/23/2010,8626230537,MARGARITA,ESPITIA,0,10/01/1961,1,2019
3275,06/23/2010,479930526,CONVIALQUI ,LTDA,0,02/28/1965,1,1274
3276,06/23/2010,2127438966,CARLOS ,SUAREZ,0,05/23/1963,1,113
3277,06/24/2010,4622684269,CONSTRUCTORA ,GAMBOA,0,11/21/1982,1,1908
3278,06/24/2010,7862391867,JULIO ,PICO,0,12/20/1945,1,1891
3279,06/24/2010,6776680240,ANDRES,NIEVES,0,07/07/1968,1,1381
